,area_type,size,total_sqft,bath,balcony,price
4377,1,1,620,1,1,27.0
4380,1,4,4827,4,3,400.0
4381,0,3,1482,3,3,60.98
4382,0,2,1405,2,2,84.5
4383,1,2,1190,2,2,40.0
4384,0,2,1174,2,1,78.0
4385,2,2,1155,2,0,72.0
4386,0,3,1411,3,1,93.04
4387,0,2,745,2,0,50.0
4389,0,2,923,2,1,50.0
4390,1,2,1000,2,2,32.0
4391,0,2,1276,2,2,45.0
4392,1,3,1460,3,2,70.0
4393,0,2,1355,2,1,95.0
4394,0,1,833,1,1,49.0
4396,2,5,1750,5,1,450.0
4397,0,2,1200,2,1,48.0
4398,0,1,669,1,1,36.85
4399,2,3,2200,4,2,105.0
4401,0,3,1790,3,2,105.0
4402,0,2,1020,2,1,45.0
4403,2,4,3250,5,1,850.0
4404,0,2,1037,2,1,36.28
4405,0,3,1345,2,2,57.0
4406,0,2,1070,2,3,43.0
4408,0,3,1385,2,2,76.18
4409,0,2,1207,2,2,79.9
4410,0,2,1140,2,3,55.5
4411,1,2,1220,2,2,68.0
4412,2,4,3811,3,2,475.0
4413,0,4,3596,5,0,252.0
4414,1,3,1965,3,3,120.0
4415,1,3,1760,2,0,115.0
4416,0,2,1225,2,1,70.0
4417,0,2,1075,2,2,52.43
4418,1,2,1000,2,1,68.0
4420,0,2,1322,2,2,86.0
4421,2,3,1095,3,0,215.0
4422,1,4,3600,4,0,260.0
4423,0,2,1045,2,1,36.58
4424,0,3,1545,3,3,85.0
4425,0,3,1996,3,2,135.0
4426,0,2,1125,2,2,70.0
4427,0,3,1560,3,1,115.0
4428,0,3,2000,2,2,85.0
4429,1,4,3100,4,2,310.0
4430,1,2,780,2,1,35.0
4431,2,2,1350,2,1,110.0
4432,0,3,2275,4,2,180.0
4433,0,2,1350,2,2,41.0
4434,0,3,1464,3,3,56.0
4436,0,1,708,1,0,28.32
4437,0,3,1680,3,1,160.0
4438,0,2,1400,2,1,82.0
4439,0,2,1310,2,2,72.0
4441,0,2,1175,2,1,57.0
4442,1,3,1428,2,1,80.0
4443,2,4,750,4,2,62.0
4444,0,4,3252,4,3,280.0
4447,0,2,1080,2,2,35.0
4448,0,3,1200,2,1,68.0
4450,2,5,1200,4,3,120.0
4452,0,3,1842,3,2,115.0
4453,0,2,1146,2,3,55.0
4454,0,1,440,1,1,28.0
4455,0,2,1048,2,3,50.0
4456,0,3,1801,3,1,115.0
4457,0,2,1232,2,1,69.61
4458,0,2,1150,2,2,90.0
4459,0,3,1868,3,1,120.0
4460,0,3,1445,2,2,47.1
4461,0,3,1466,2,3,140.0
4462,1,3,1730,3,2,100.0
4463,0,3,3860,3,2,402.0
4464,0,2,1185,2,3,70.0
4465,1,3,3027,4,3,260.0
4466,1,4,2400,4,3,147.0
4467,1,2,1185,2,1,49.0
4468,0,2,1150,2,2,49.0
4469,2,5,2000,4,2,180.0
4471,0,2,1075,2,2,35.0
4472,0,3,1760,3,2,123.0
4473,0,2,1600,2,1,63.98
4474,2,4,910,4,1,140.0
4475,0,2,1000,2,1,78.0
4476,0,2,1215,2,2,90.0
4477,0,3,1734,3,3,125.0
4478,0,2,1280,2,1,60.0
4479,0,2,1113,2,1,55.0
4480,0,2,1272,2,2,48.0
4481,1,3,1240,3,2,41.0
4484,0,2,896,2,1,30.13
4486,0,2,1200,2,0,35.0
4487,1,4,2800,4,3,155.0
4490,1,3,3600,3,2,150.0
4491,1,2,1500,2,2,30.0
4493,0,2,1096,2,2,48.0
4494,1,2,580,2,0,95.0
4495,0,2,1094,2,1,44.0
4496,0,2,1100,2,2,49.0
4498,0,4,2503,6,2,325.0
4499,0,2,1145,2,2,40.0
4500,0,3,1550,3,2,74.5
4501,0,3,1830,4,2,82.0
4502,0,3,1746,3,3,84.95
4503,1,4,1280,4,1,115.0
4504,0,2,918,2,1,27.54
4506,0,3,1305,2,1,60.0
4507,0,2,1207,2,2,62.0
4508,1,3,1678,3,2,125.0
4509,0,2,950,2,1,50.0
4513,0,3,1639,2,1,40.98
4514,0,2,1360,2,1,103.0
4515,2,4,2592,4,2,250.0
4517,2,5,720,4,3,62.0
4518,0,3,1656,3,2,150.0
4519,0,2,985,2,1,49.0
4520,0,3,1999,3,2,135.0
4521,0,2,1050,2,1,75.0
4522,0,3,1440,2,2,64.0
4523,0,3,1600,2,2,160.0
4524,0,2,1253,2,1,52.66
4525,2,3,1200,3,0,85.0
4526,0,3,1360,2,3,75.0
4527,0,2,1086,2,1,47.5
4528,0,3,1655,3,2,155.0
4530,0,2,1418,2,2,78.0
4531,0,2,1270,2,2,100.0
4533,0,2,1150,2,1,74.0
4534,2,2,600,3,2,45.0
4535,1,3,1440,3,2,65.8
4536,2,3,1200,2,0,108.0
4538,0,3,1410,2,3,50.06
4539,2,4,1200,5,2,92.0
4540,2,3,600,3,2,60.0
4541,1,1,624,1,1,35.0
4542,0,2,1060,2,1,58.0
4545,2,4,1200,4,2,175.0
4546,1,4,1917,3,0,60.0
4548,2,2,3040,2,1,48.0
4549,0,3,1250,3,1,50.0
4550,0,2,1235,2,2,60.0
4551,0,1,722,1,0,46.0
4552,2,4,2775,3,1,165.0
4553,1,2,1200,2,1,93.0
4555,1,3,1225,3,3,60.0
4556,0,2,1220,2,1,58.5
4557,0,1,705,1,1,52.5
4558,0,3,1880,3,2,94.36
4559,2,2,1200,2,1,70.0
4560,1,3,1550,2,1,60.0
4561,0,3,1893,3,1,130.0
4562,0,3,1650,3,2,75.0
4563,1,2,1113,2,2,46.0
4564,2,2,1500,2,0,203.0
4566,0,3,1586,3,3,70.0
4567,2,3,4000,3,1,235.0
4568,0,3,1541,3,3,80.0
4569,0,3,1830,3,2,101.0
4570,0,2,1200,2,2,48.0
4571,2,3,1800,2,0,72.0
4572,0,2,1015,2,1,40.0
4573,0,2,1120,2,2,37.95
4574,0,1,706,1,1,48.24
4575,2,4,1350,4,2,85.0
4577,2,3,1900,3,1,99.0
4579,1,4,3000,5,3,150.0
4580,0,3,1075,2,1,42.0
4581,0,2,1290,2,3,80.0
4582,0,2,1200,2,1,50.0
4583,1,2,1150,2,1,53.11
4584,0,3,1360,2,3,61.2
4586,0,2,935,2,1,32.73
4587,0,3,1730,3,3,140.0
4588,0,2,1260,2,2,53.0
4590,2,4,4000,4,1,650.0
4591,0,2,950,2,1,45.68
4592,2,2,600,3,2,85.0
4593,1,5,2500,5,2,120.0
4594,0,4,3216,5,2,300.0
4596,0,3,1991,4,2,88.0
4597,0,2,1115,2,1,60.0
4598,0,3,1900,3,3,150.0
4599,0,2,1109,2,1,41.49
4600,0,4,2340,5,1,129.0
4602,2,4,4356,5,1,850.0
4603,0,2,1005,2,1,43.0
4604,0,1,416,1,1,19.5
4605,0,2,1394,2,1,100.0
4606,0,3,2138,3,2,110.0
4607,1,3,1550,3,2,160.0
4608,0,3,1300,3,1,80.0
4609,0,2,1265,2,2,82.0
4610,1,2,1140,2,2,52.0
4612,1,2,1100,2,1,48.0
4613,0,2,1012,2,1,59.0
4614,2,4,1600,4,3,112.0
4615,0,2,1326,2,2,57.0
4616,1,3,1654,2,3,85.0
4617,2,3,1705,2,1,290.0
4618,0,2,1070,2,1,42.8
4619,0,3,1700,3,2,95.0
4621,0,2,1140,2,2,50.66
4622,2,4,4960,4,3,400.0
4624,0,2,945,2,1,47.0
4625,0,4,2462,6,2,150.0
4626,2,3,1350,3,0,240.0
4627,0,1,615,1,1,44.0
4628,2,2,1110,2,0,65.0
4629,0,1,575,1,1,88.0
4630,0,2,1025,2,1,54.1
4631,1,3,1758,3,2,95.0
4632,0,4,3179,5,3,351.0
4633,0,3,1342,3,3,92.0
4634,0,3,1800,3,2,85.0
4635,1,4,2928,4,3,198.0
4636,1,2,1140,2,3,32.0
4637,0,2,1608,2,2,85.0
4638,0,3,1645,2,2,82.0
4639,0,3,1410,2,1,56.4
4641,0,3,1275,2,2,41.5
4642,1,4,3800,4,2,600.0
4643,0,3,909,2,1,40.0
4644,1,2,1200,3,0,85.0
4645,0,2,1080,2,2,73.0
4646,2,2,1200,2,1,34.0
4647,0,2,1092,2,1,60.0
4648,0,3,1932,4,3,135.0
4649,0,2,1156,2,1,72.0
4650,0,2,924,2,2,35.11
4651,0,2,1330,2,1,75.0
4652,0,3,1917,4,2,113.0
4653,0,2,985,2,1,25.12
4655,2,4,1800,5,2,500.0
4656,2,2,1290,1,0,225.0
4657,0,1,655,1,1,53.0
4658,1,3,1800,3,3,140.0
4659,1,4,1360,2,2,45.0
4660,0,3,1785,3,3,118.0
4662,0,3,1645,3,2,120.0
4663,0,2,1235,2,2,63.0
4664,2,2,900,2,0,48.0
4665,0,1,662,1,1,42.0
4666,2,5,1440,5,1,100.0
4667,0,2,1215,2,1,62.0
4669,0,3,1525,2,2,87.0
4670,1,2,1000,2,2,48.0
4671,0,3,1255,2,1,90.0
4672,0,3,1560,3,2,120.0
4673,1,3,2100,3,3,110.0
4674,0,3,1620,2,2,85.0
4675,0,3,1595,3,2,90.0
4676,0,2,1095,2,2,38.52
4677,1,2,835,2,0,37.0
4678,0,3,2182,3,2,72.04
4679,0,2,1418,2,2,106.0
4680,0,3,1900,2,2,180.0
4681,0,3,2700,5,2,175.0
4682,0,2,1070,2,1,48.0
4685,0,1,755,1,1,42.41
4687,2,3,2400,3,2,190.0
4690,2,3,2400,4,2,200.0
4692,1,2,919,2,0,28.0
4694,0,2,1346,2,1,71.32
4695,1,2,1070,2,2,45.0
4696,0,2,1225,2,1,35.52
4698,1,1,640,1,1,20.5
4699,0,3,1310,2,1,52.4
4700,0,2,1190,2,2,39.0
4701,0,3,1645,3,2,87.5
4702,0,2,1350,2,1,89.0
4703,0,2,1404,2,1,68.8
4704,0,3,1105,2,1,35.0
4706,2,4,1650,4,3,320.0
4707,0,2,1100,2,1,41.15
4708,1,4,2100,4,1,95.0
4709,0,3,1948,3,2,130.0
4711,0,2,1210,2,2,45.0
4712,1,5,4000,5,2,220.0
4713,0,2,1252,2,2,55.0
4716,0,3,2600,3,2,140.0
4717,0,3,1300,3,2,89.13
4718,0,2,1130,2,2,73.0
4719,2,4,1200,3,0,135.0
4720,1,3,1690,3,2,125.0
4721,1,3,4500,4,2,360.0
4722,0,2,950,2,1,60.0
4723,0,2,1020,2,1,57.0
4724,1,4,2107,4,3,95.0
4725,0,3,1735,3,2,72.0
4726,1,2,915,2,2,37.0
4727,0,3,1450,3,3,68.0
4728,0,3,2215,4,2,156.0
4729,0,3,2431,3,1,100.0
4731,0,2,1600,3,2,88.0
4733,0,3,1255,3,2,77.68
4734,0,2,1320,2,1,150.0
4735,0,2,1257,2,1,69.0
4736,0,2,1240,2,1,53.27
4737,2,4,1200,4,2,240.0
4739,0,2,1255,2,3,66.0
4740,0,2,870,2,2,36.0
4741,0,3,1789,3,2,98.0
4743,0,2,660,1,1,18.0
4744,2,3,600,3,1,54.0
4745,0,2,1155,2,3,56.0
4746,0,2,1235,2,2,65.0
4747,2,4,2675,4,2,140.0
4748,0,2,1025,2,2,50.0
4749,1,3,1395,2,2,72.0
4751,0,3,1252,2,1,71.0
4752,0,2,1081,2,1,30.27
4753,0,3,1255,3,1,130.0
4756,1,3,1408,2,0,55.0
4757,0,3,1180,2,1,60.0
4758,0,1,715,1,2,29.0
4759,0,2,1230,2,3,94.5
4760,0,2,1035,2,2,45.5
4761,0,4,3360,5,0,225.0
4762,0,3,1300,3,2,77.99
4763,0,3,1100,3,1,52.97
4764,0,2,1216,2,1,84.0
4765,0,2,1450,2,3,62.63
4766,0,1,705,1,1,57.0
4767,0,3,1385,3,2,64.0
4768,2,2,1200,2,1,36.1
4769,0,3,1310,2,1,32.75
4770,1,2,1043,2,1,39.5
4771,0,2,1320,2,2,110.0
4772,0,3,1900,3,2,205.0
4773,0,2,1140,2,2,39.9
4775,0,3,1586,3,2,90.0
4777,1,2,1365,3,2,60.0
4778,0,2,1263,2,0,107.0
4779,0,3,1565,2,2,59.76
4780,2,3,1163,3,2,180.0
4781,0,4,2882,5,1,204.0
4782,0,3,2320,3,2,170.0
4783,1,3,1750,3,3,99.0
4784,0,2,1143,2,1,55.0
4785,0,3,1936,3,1,118.0
4786,0,2,660,1,1,15.0
4787,0,2,700,1,1,19.0
4788,0,3,1402,2,2,85.0
4789,1,4,4640,4,2,600.0
4790,0,2,1000,2,2,41.0
4792,0,2,818,2,1,26.0
4793,1,4,1680,3,0,135.0
4794,0,4,2422,3,2,150.0
4795,0,2,1145,2,2,100.0
4797,0,2,1145,2,1,62.0
4798,0,3,1575,3,3,68.0
4799,2,3,9000,4,1,390.0
4800,0,2,1200,2,2,46.0
4801,0,3,1500,2,2,63.0
4802,1,4,2560,4,2,75.0
4803,0,3,1583,3,3,76.1
4804,0,2,700,2,1,34.98
4805,1,2,950,2,0,38.0
4806,0,2,1041,2,1,36.44
4807,0,2,1085,2,1,70.0
4808,0,2,1070,2,2,37.0
4809,0,2,1165,2,1,45.0
4811,0,2,1169,2,1,64.0
4812,1,4,1150,4,1,110.0
4813,0,3,1840,3,2,140.0
4814,1,3,1550,3,1,75.0
4815,0,2,997,2,3,53.0
4816,1,2,1457,2,3,60.0
4818,2,2,1000,2,0,60.0
4819,2,3,1500,3,2,88.0
4820,2,5,958,3,1,210.0
4821,1,2,1165,2,2,75.0
4823,0,3,1787,3,2,123.0
4824,0,3,1288,2,1,70.0
4825,0,3,1430,2,2,54.11
4827,0,1,750,1,1,25.5
4828,2,4,900,2,1,115.0
4829,2,3,1200,3,1,67.77
4830,0,3,1500,2,1,78.0
4831,0,2,1230,2,2,66.25
4832,0,1,780,1,1,55.0
4833,1,2,1220,2,1,80.0
4834,0,2,1110,2,2,43.0
4835,0,3,2100,3,2,240.0
4837,0,3,1690,3,2,85.0
4838,0,2,1130,2,2,78.0
4839,0,2,1213,2,1,59.32
4840,0,2,900,2,2,45.0
4841,0,2,1199,2,1,85.0
4842,2,4,5000,4,2,290.0
4845,0,1,661,1,1,36.0
4846,0,2,1804,2,1,285.0
4847,0,3,1710,3,2,100.0
4848,1,2,1030,2,2,50.0
4850,0,3,1530,3,2,73.5
4851,2,2,1200,2,1,78.0
4854,0,3,1751,2,1,115.0
4855,1,2,800,1,0,170.0
4856,0,2,1255,2,2,79.0
4857,0,3,1778,3,2,122.0
4858,0,2,1100,2,1,45.0
4860,0,2,1358,2,1,81.0
4861,1,1,580,1,1,27.0
4862,0,2,1197,2,1,63.0
4863,2,4,1200,2,1,170.0
4864,0,3,1705,3,1,110.0
4866,0,2,1132,2,0,67.9
4867,2,3,1200,3,0,140.0
4868,1,2,814,2,1,55.0
4869,0,3,1575,3,2,90.0
4870,0,2,1302,2,1,66.0
4873,1,2,1100,2,2,44.0
4874,2,5,2400,5,2,400.0
4875,0,2,830,2,2,37.0
4876,1,1,435,1,1,19.5
4877,0,3,1590,3,0,120.0
4878,1,2,1140,2,1,33.06
4879,0,2,1090,2,2,59.8
4880,0,3,1922,3,3,106.0
4881,0,2,965,2,1,67.0
4882,0,2,883,2,1,40.95
4885,0,3,1358,2,1,43.1
4886,0,2,1108,2,1,87.0
4888,0,2,1190,2,1,50.0
4889,0,4,3754,6,2,430.0
4890,0,3,1749,3,1,117.0
4891,2,4,1750,3,2,215.0
4892,0,3,1691,3,2,104.0
4893,1,3,1449,3,2,100.0
4895,1,2,1400,2,1,80.0
4896,0,3,1310,2,1,37.83
4898,0,3,1230,2,2,53.51
4900,0,3,1450,3,2,100.0
4901,0,3,1810,3,2,126.0
4902,0,2,1246,2,1,62.3
4903,0,3,1420,3,2,85.0
4904,0,4,2658,5,3,187.0
4905,0,3,1450,2,3,89.6
4906,0,4,1200,4,1,230.0
4908,1,3,2254,3,2,170.0
4910,2,5,1200,4,0,185.0
4911,0,3,1711,3,3,75.0
4913,0,2,1120,2,2,37.97
4914,0,2,950,2,1,47.0
4915,1,2,1560,2,2,145.0
4917,0,2,1225,2,2,60.0
4919,1,2,1340,2,3,77.0
4920,0,3,1846,3,3,145.0
4921,0,2,1155,2,1,46.0
4922,0,2,1205,2,1,70.0
4923,0,2,1140,2,1,36.0
4924,0,2,1140,2,2,38.65
4925,0,3,1300,2,1,63.0
4926,0,2,1051,2,2,60.0
4927,0,2,1134,2,1,45.36
4928,0,3,2500,4,1,260.0
4930,1,2,1135,2,2,32.91
4931,1,3,1745,3,2,77.0
4932,2,5,500,5,2,92.0
4933,0,3,1665,3,2,105.0
4934,0,2,1220,2,2,48.79
4935,0,3,1868,3,2,113.0
4936,1,3,640,3,0,45.0
4938,0,2,1210,2,1,76.0
4939,0,2,1351,2,1,77.0
4940,0,3,1636,3,1,119.0
4941,2,5,2400,6,1,450.0
4943,1,1,418,1,1,12.0
4944,1,2,1339,2,2,62.0
4945,0,3,2370,4,2,195.0
4947,0,2,1100,2,1,46.0
4949,0,2,1290,2,2,52.0
4951,0,3,1846,3,2,155.0
4952,0,3,1847,3,2,135.0
4953,2,4,3100,4,2,350.0
4954,0,2,1430,2,2,110.0
4956,2,3,1350,3,1,85.0
4957,1,3,540,3,1,60.0
4958,0,3,1590,3,2,96.5
4959,1,3,1286,3,1,67.0
4960,1,2,1141,2,2,40.0
4961,0,2,1554,3,3,130.0
4962,1,3,3520,3,3,430.0
4963,0,5,7500,7,3,1700.0
4964,0,3,1749,3,2,112.0
4965,2,5,2250,5,1,360.0
4967,2,4,1632,3,1,128.0
4968,0,3,1000,2,1,41.0
4969,0,2,1065,2,1,58.0
4970,0,3,1520,2,2,96.0
4971,0,3,1075,2,1,43.0
4973,1,3,1539,2,2,52.36
4974,0,2,1342,2,2,115.0
4975,0,2,1004,2,1,49.0
4976,0,2,1295,2,2,95.0
4977,0,2,1098,2,1,74.0
4979,0,2,1016,2,2,40.0
4980,1,3,1450,3,1,68.0
4981,0,1,654,1,1,37.0
4984,0,2,1046,2,1,75.0
4985,0,3,1950,3,3,165.0
4986,0,3,1610,3,1,84.53
4988,0,2,1151,2,2,50.5
4989,0,2,1125,2,1,58.0
4990,0,2,992,2,2,25.79
4991,0,2,1000,3,2,60.0
4992,2,5,2400,3,2,510.0
4993,0,3,1850,3,2,90.0
4994,0,2,1174,2,1,75.0
4997,0,2,1095,2,1,38.33
4998,0,3,3580,3,1,411.0
4999,2,3,900,4,3,155.0
5000,0,3,1082,2,0,42.0
5001,0,3,1350,2,3,47.24
5002,0,2,1314,2,2,78.0
5003,0,2,1290,2,3,40.63
5004,0,2,1010,2,2,55.0
5005,1,2,2200,2,0,110.0
5006,1,3,1636,3,2,97.0
5007,0,2,1050,2,2,39.0
5008,2,2,1200,2,2,200.0
5009,0,3,1520,2,2,125.0
5011,0,2,1067,2,1,60.0
5012,1,2,1060,2,2,35.0
5013,0,2,955,2,1,35.28
5016,1,2,700,1,0,19.4
5017,0,2,1366,2,1,83.0
5018,1,2,1090,2,2,35.03
5019,1,3,1250,3,2,58.0
5020,0,4,3600,4,3,450.0
5021,0,2,950,2,1,33.0
5022,0,2,1470,2,2,170.0
5024,2,4,800,4,1,180.0
5026,1,3,1445,2,1,105.0
5028,0,1,606,1,1,40.0
5030,0,2,1170,2,2,40.0
5031,0,4,2461,6,2,353.0
5034,1,1,660,1,0,75.0
5035,0,2,1153,2,2,43.5
5036,2,5,2400,5,3,275.0
5037,0,5,4500,7,3,294.0
5039,1,3,1450,3,3,42.0
5040,0,2,1139,2,2,60.0
5041,0,3,1530,3,2,105.0
5043,0,3,1575,3,3,101.0
5044,0,1,650,1,1,25.0
5045,0,2,1120,2,2,40.0
5046,0,3,1700,3,1,80.0
5047,0,2,1090,2,2,48.0
5048,0,3,1897,4,2,93.0
5049,2,3,1200,3,2,72.0
5051,0,2,1437,2,1,71.13
5052,0,3,1856,3,1,120.0
5053,2,3,1500,2,0,65.0
5054,0,2,1036,2,1,59.45
5057,0,3,1320,2,3,55.44
5058,0,3,2215,4,1,310.0
5059,0,2,660,1,1,16.0
5060,0,3,1730,3,3,110.0
5061,2,4,750,4,0,85.0
5062,0,3,1804,3,1,115.0
5063,0,3,1795,3,2,140.0
5064,0,2,1050,2,1,50.0
5065,0,3,2100,3,3,120.0
5066,1,3,1199,2,1,48.5
5067,2,3,1350,2,2,280.0
5069,2,2,1000,1,1,75.0
5070,0,3,1254,2,2,70.0
5072,1,2,940,2,2,49.0
5073,1,2,1280,2,2,80.0
5074,0,4,2155,3,3,125.0
5075,1,5,3200,5,3,140.0
5076,0,4,4260,4,3,272.0
5077,0,3,1255,2,1,95.0
5078,0,3,1388,3,3,69.99
5079,1,1,905,1,1,52.0
5080,0,2,1176,2,2,44.0
5081,0,3,1390,2,2,61.16
5082,2,4,2400,4,2,400.0
5083,0,2,1160,2,1,55.0
5084,0,4,2800,4,3,140.0
5085,2,4,1200,4,2,205.0
5086,0,3,1583,3,3,115.0
5090,0,2,1075,2,2,30.0
5091,1,2,972,2,2,40.0
5092,0,3,1486,3,1,83.22
5093,2,2,555,1,0,37.0
5094,2,4,4830,5,1,390.0
5095,1,2,850,2,1,75.0
5098,0,4,2383,5,1,215.0
5100,0,3,1577,3,2,67.0
5101,1,3,1465,3,2,80.01
5102,1,3,1600,3,1,64.0
5103,1,2,1090,2,2,45.0
5104,0,3,1721,3,3,80.86
5105,1,2,1100,2,1,55.0
5106,0,3,1450,3,2,71.0
5107,0,2,1071,2,1,62.0
5108,0,3,2266,3,2,169.0
5109,0,3,2065,3,2,130.0
5110,1,3,1800,3,2,90.0
5111,1,2,1150,2,2,125.0
5113,0,2,1123,2,1,56.0
5114,0,3,1884,3,3,98.0
5116,0,2,1145,2,1,75.0
5117,0,3,1328,2,2,60.0
5118,0,2,950,2,1,55.0
5120,1,2,1115,2,0,46.0
5121,0,3,1318,3,1,54.0
5122,1,3,3300,4,3,160.0
5123,0,2,1280,2,1,48.0
5124,0,2,1230,2,2,59.0
5125,0,3,1420,2,2,60.0
5126,1,3,2111,4,3,120.0
5128,0,3,1750,3,2,136.0
5129,1,3,2550,4,2,290.0
5130,0,2,700,1,2,35.0
5132,0,2,1235,2,3,90.0
5133,2,2,1200,2,0,63.0
5134,0,2,900,2,0,30.0
5135,0,2,1146,2,1,38.0
5136,2,4,1200,4,1,110.0
5137,0,1,2400,1,1,200.0
5139,1,1,615,1,1,24.0
5140,0,2,1070,2,1,49.65
5141,2,5,1538,5,2,300.0
5142,0,3,1355,2,3,58.25
5143,1,4,3080,2,1,285.0
5145,1,3,1400,2,3,50.06
5146,0,2,1123,2,1,48.0
5147,2,4,1200,2,1,130.0
5148,1,2,787,2,1,31.0
5150,0,2,1096,2,1,41.0
5152,2,3,1140,3,1,130.0
5154,1,1,550,1,1,12.0
5155,0,2,1058,2,2,85.0
5156,1,3,1269,2,1,73.0
5159,0,4,2689,6,2,245.0
5160,0,3,1976,3,3,65.21
5161,0,3,1820,3,3,77.0
5162,0,3,1329,2,1,56.0
5163,0,3,1350,2,1,80.99
5164,2,4,1250,3,0,175.0
5167,0,2,1339,2,2,71.5
5168,0,2,938,2,0,35.0
5169,0,1,450,1,1,25.0
5170,1,2,1100,2,2,70.0
5171,1,4,600,3,1,95.0
5174,1,1,810,1,0,21.0
5175,0,2,1060,2,1,65.0
5176,2,4,1749,4,0,90.0
5177,0,3,1200,2,2,75.0
5178,0,2,1100,2,1,85.0
5180,2,4,720,4,2,48.0
5182,0,3,1925,3,3,110.0
5183,1,1,502,1,1,25.0
5184,1,3,3339,3,0,250.0
5185,1,3,1475,2,2,74.0
5186,0,3,1550,3,2,258.0
5187,0,2,966,2,1,49.0
5189,0,2,1300,2,2,75.0
5190,2,5,4400,4,1,350.0
5191,0,3,1559,3,2,120.0
5192,0,2,1246,2,1,63.0
5193,2,3,2790,3,0,950.0
5194,0,3,1410,2,3,53.58
5195,2,4,1300,3,0,75.0
5197,2,4,900,4,1,75.0
5198,0,2,1104,2,1,35.5
5199,1,2,900,2,2,45.0
5200,1,3,1550,2,2,79.0
5201,0,1,670,1,1,35.0
5202,0,2,1483,2,1,98.0
5203,0,3,1540,2,2,70.0
5205,0,2,1255,2,1,54.5
5207,0,2,1036,2,2,110.0
5208,0,3,1460,2,2,75.0
5209,0,2,1230,2,1,58.0
5210,1,2,1340,2,2,60.0
5211,1,3,1600,3,3,61.37
5212,1,3,2162,3,1,200.0
5213,0,2,919,2,2,40.0
5214,0,2,1070,2,2,38.9
5215,0,3,1733,2,3,85.0
5216,0,3,1221,3,3,72.0
5218,1,4,2550,4,2,149.0
5219,1,3,1400,3,1,70.0
5220,2,1,600,2,0,55.0
5221,1,1,710,2,2,40.0
5222,0,3,1500,2,1,78.25
5223,0,4,3122,6,2,237.0
5224,0,3,2061,3,3,175.0
5225,2,5,2400,5,2,325.0
5229,0,2,1210,2,1,74.0
5231,2,4,1376,4,1,156.0
5233,0,2,1303,2,2,44.17
5234,0,2,1418,2,2,105.0
5237,1,2,1015,2,0,48.0
5239,0,2,1010,2,1,40.0
5240,0,3,1508,3,1,75.0
5241,0,2,1275,2,1,87.0
5242,1,3,1460,3,1,70.0
5243,0,2,946,2,2,58.0
5244,0,2,1110,2,2,58.0
5245,0,3,1832,3,1,125.0
5246,0,2,1088,2,2,61.45
5247,0,3,1564,3,1,104.0
5248,0,2,1030,2,1,35.02
5249,0,2,660,2,0,27.0
5250,0,3,1700,3,1,95.0
5251,2,4,1100,5,2,121.0
5252,0,2,1205,2,2,62.9
5253,0,3,1950,3,2,90.0
5254,0,2,1080,2,1,62.0
5256,0,2,999,2,1,43.66
5258,0,2,1300,2,1,89.76
5259,0,2,1265,2,1,78.0
5260,1,2,1200,2,2,42.0
5261,0,4,1974,4,0,106.0
5262,0,2,1180,2,2,40.0
5263,0,3,1350,2,3,63.0
5264,0,3,1560,2,2,65.0
5265,2,2,2800,2,0,650.0
5266,0,2,1085,2,1,41.23
5267,0,3,1300,2,2,75.0
5268,0,3,1600,3,2,56.0
5269,0,2,1127,2,2,55.0
5270,0,2,795,2,2,32.0
5271,0,3,1850,3,2,88.0
5272,1,2,1020,2,1,29.45
5273,1,3,1475,2,1,200.0
5274,2,3,1200,3,3,96.25
5275,0,3,1345,2,1,47.0
5276,0,2,849,2,1,25.4
5277,0,3,1706,3,2,135.0
5278,0,4,2100,4,1,180.0
5279,0,3,1250,2,2,65.0
5280,1,3,1260,3,3,63.58
5281,0,3,1265,2,1,65.0
5282,0,3,1260,2,1,45.0
5283,0,2,1045,2,1,58.0
5284,0,4,3895,4,2,495.0
5286,0,2,1100,2,3,62.0
5287,0,2,1113,2,1,50.0
5288,0,4,2774,4,3,208.0
5289,1,2,1210,2,1,60.0
5290,0,1,700,1,1,30.84
5291,0,2,1155,2,1,55.5
5292,0,2,1132,2,1,89.0
5293,0,2,1359,2,2,104.0
5295,0,2,1145,2,2,56.0
5296,1,1,600,1,1,30.0
5297,2,1,1200,1,1,125.0
5298,1,2,830,2,1,60.0
5299,0,2,1009,2,2,56.0
5300,0,3,1800,3,2,195.0
5301,0,2,1226,2,2,52.71
5302,0,2,1500,2,2,88.0
5303,0,2,1363,2,1,79.0
5304,1,3,1400,2,1,240.0
5305,1,2,1165,2,1,33.64
5306,1,4,2792,4,1,220.0
5307,1,1,700,1,0,59.0
5309,1,2,1200,2,1,67.0
5310,1,3,1518,3,2,76.0
5311,1,3,1495,2,2,75.0
5312,1,2,1575,2,2,90.0
5313,1,2,1440,2,2,170.0
5314,0,3,1545,3,1,69.0
5315,1,3,1470,3,3,50.0
5317,1,3,1450,2,2,81.0
5318,0,2,1179,2,1,49.0
5320,0,3,1095,2,2,32.0
5321,1,2,856,2,1,48.0
5322,0,2,1143,2,1,62.0
5323,0,2,1349,2,1,97.8
5324,1,3,1280,2,2,45.0
5325,0,1,480,1,1,60.0
5326,0,2,1216,2,1,69.06
5328,0,2,1290,2,1,120.0
5329,2,5,1200,5,2,96.0
5330,0,2,1156,2,2,42.0
